"obshtkod","obshtina","godina","nastrw"
"SHU25","Смядово",2007,7570
"SHU25","Смядово",2008,7460
"SHU25","Смядово",2009,7402
"SHU25","Смядово",2010,7242
"SHU25","Смядово",2011,6587
"SHU25","Смядово",2012,6495
"SHU25","Смядово",2013,6386
"SHU25","Смядово",2014,6338
"SHU25","Смядово",2015,6226
"SHU25","Смядово",2016,6186
"SHU25","Смядово",2017,6118
"SHU25","Смядово",2018,6062
"SHU11","Хитрино",2000,7992
"SHU11","Хитрино",2001,6972
"SHU11","Хитрино",2002,7171
"SHU11","Хитрино",2003,7146
"SHU11","Хитрино",2004,7035
"SHU11","Хитрино",2005,6937
"SHU11","Хитрино",2006,6784
"SHU11","Хитрино",2007,6664
"SHU11","Хитрино",2008,6498
"SHU11","Хитрино",2009,6423
"SHU11","Хитрино",2010,6264
"SHU11","Хитрино",2011,6221
"SHU11","Хитрино",2012,6234
"SHU11","Хитрино",2013,6250
"SHU11","Хитрино",2014,6424
"SHU11","Хитрино",2015,6503
"SHU11","Хитрино",2016,6516
"SHU11","Хитрино",2017,6662
"SHU11","Хитрино",2018,6764
"SHU30","Шумен",2000,109855
"SHU30","Шумен",2001,104002
"SHU30","Шумен",2002,103142
"SHU30","Шумен",2003,102429
"SHU30","Шумен",2004,101968
"SHU30","Шумен",2005,101515
"SHU30","Шумен",2006,101936
"SHU30","Шумен",2007,101780
"SHU30","Шумен",2008,101978
"SHU30","Шумен",2009,101597
"SHU30","Шумен",2010,100827
"SHU30","Шумен",2011,93160
"SHU30","Шумен",2012,92693
"SHU30","Шумен",2013,92171
"SHU30","Шумен",2014,91210
"SHU30","Шумен",2015,89972
"SHU30","Шумен",2016,89092
"SHU30","Шумен",2017,87751
"SHU30","Шумен",2018,87252
"BGS01","Айтос",2000,31940
"BGS01","Айтос",2001,30422
"BGS01","Айтос",2002,30466
"BGS01","Айтос",2003,30284
"BGS01","Айтос",2004,30316
"BGS01","Айтос",2005,30386
"BGS01","Айтос",2006,30312
"BGS01","Айтос",2007,30265
"BGS01","Айтос",2008,30420
"BGS01","Айтос",2009,30450
"BGS01","Айтос",2010,30339
"BGS01","Айтос",2011,28669
"BGS01","Айтос",2012,28579
"BGS01","Айтос",2013,28440
"BGS01","Айтос",2014,28327
"BGS01","Айтос",2015,28219
"BGS01","Айтос",2016,28242
"BGS01","Айтос",2017,28069
"BGS01","Айтос",2018,27849
"BGS04","Бургас",2000,211234
"BGS04","Бургас",2001,209727
"BGS04","Бургас",2002,209487
"BGS04","Бургас",2003,207424
"BGS04","Бургас",2004,206414
"BGS04","Бургас",2005,206110
"BGS04","Бургас",2006,205691
"BGS04","Бургас",2007,204175
"BGS04","Бургас",2008,205467
"BGS04","Бургас",2009,206343
"BGS04","Бургас",2010,206700
"BGS04","Бургас",2011,212032
"BGS04","Бургас",2012,211535
"BGS04","Бургас",2013,211764
"BGS04","Бургас",2014,211033
"BGS04","Бургас",2015,209613
"BGS04","Бургас",2016,209331
"BGS04","Бургас",2017,209202
"BGS04","Бургас",2018,208915
"BGS08","Камено",2000,12613
"BGS08","Камено",2001,12336
"BGS08","Камено",2002,12317
"BGS08","Камено",2003,12419
"BGS08","Камено",2004,12350
"BGS08","Камено",2005,12278
"BGS08","Камено",2006,12202
"BGS08","Камено",2007,12641
"BGS08","Камено",2008,12476
"BGS08","Камено",2009,12395
"BGS08","Камено",2010,12120
"BGS08","Камено",2011,10330
"BGS08","Камено",2012,10253
"BGS08","Камено",2013,10217
"BGS08","Камено",2014,10133
"BGS08","Камено",2015,10171
"BGS08","Камено",2016,10071
"BGS08","Камено",2017,9976
"BGS08","Камено",2018,9864
"BGS09","Карнобат",2000,30575
"BGS09","Карнобат",2001,29490
"BGS09","Карнобат",2002,29224
"BGS09","Карнобат",2003,28843
"BGS09","Карнобат",2004,28528
"BGS09","Карнобат",2005,28130
"BGS09","Карнобат",2006,27815
"BGS09","Карнобат",2007,27372
"BGS09","Карнобат",2008,26959
"BGS09","Карнобат",2009,26576
"BGS09","Карнобат",2010,26044
"BGS09","Карнобат",2011,25187
"BGS09","Карнобат",2012,24826
"BGS09","Карнобат",2013,24516
"BGS09","Карнобат",2014,24213
"BGS09","Карнобат",2015,24117
"BGS09","Карнобат",2016,23830
"BGS09","Карнобат",2017,23607
"BGS09","Карнобат",2018,23380
"BGS12","Малко Търново",2000,5045
"BGS12","Малко Търново",2001,4445
"BGS12","Малко Търново",2002,4314
"BGS12","Малко Търново",2003,4269
"BGS12","Малко Търново",2004,4168
"BGS12","Малко Търново",2005,4079
"BGS12","Малко Търново",2006,4061
"BGS12","Малко Търново",2007,4004
"BGS12","Малко Търново",2008,3910
"BGS12","Малко Търново",2009,3807
"BGS12","Малко Търново",2010,3718
"BGS12","Малко Търново",2011,3840
"BGS12","Малко Търново",2012,3771
"BGS12","Малко Търново",2013,3699
"BGS12","Малко Търново",2014,3621
"BGS12","Малко Търново",2015,3586
"BGS12","Малко Търново",2016,3460
"BGS12","Малко Търново",2017,3375
"BGS12","Малко Търново",2018,3208
"BGS15","Несебър",2000,16325
"BGS15","Несебър",2001,19243
"BGS15","Несебър",2002,19254
"BGS15","Несебър",2003,20166
"BGS15","Несебър",2004,20471
"BGS15","Несебър",2005,20938
"BGS15","Несебър",2006,21642
"BGS15","Несебър",2007,23913
"BGS15","Несебър",2008,24309
"BGS15","Несебър",2009,25311
"BGS15","Несебър",2010,26692
"BGS15","Несебър",2011,23145
"BGS15","Несебър",2012,23634
"BGS15","Несебър",2013,24481
"BGS15","Несебър",2014,25729
"BGS15","Несебър",2015,26920
"BGS15","Несебър",2016,27273
"BGS15","Несебър",2017,27392
"BGS15","Несебър",2018,27879
"BGS17","Поморие",2000,26995
"BGS17","Поморие",2001,27266
"BGS17","Поморие",2002,27276
"BGS17","Поморие",2003,27168
"BGS17","Поморие",2004,27252
"BGS17","Поморие",2005,27292
"BGS17","Поморие",2006,27342
"BGS17","Поморие",2007,27440
"BGS17","Поморие",2008,27548
"BGS17","Поморие",2009,27557
"BGS17","Поморие",2010,27171
"BGS17","Поморие",2011,27530
"BGS17","Поморие",2012,27539
"BGS17","Поморие",2013,27611
"BGS17","Поморие",2014,27623
"BGS17","Поморие",2015,27473
"BGS17","Поморие",2016,27399
"BGS17","Поморие",2017,27273
"BGS17","Поморие",2018,27233
"BGS27","Приморско",2000,3606
"BGS27","Приморско",2001,4979
"BGS27","Приморско",2002,5610
"BGS27","Приморско",2003,5953
"BGS27","Приморско",2004,6078
"BGS27","Приморско",2005,6318
"BGS27","Приморско",2006,6441
"BGS27","Приморско",2007,6970
"BGS27","Приморско",2008,7004
"BGS27","Приморско",2009,7332
"BGS27","Приморско",2010,7144
"BGS27","Приморско",2011,6082
"BGS27","Приморско",2012,6052
"BGS27","Приморско",2013,6030
"BGS27","Приморско",2014,6078
"BGS27","Приморско",2015,6311
"BGS27","Приморско",2016,6234
"BGS27","Приморско",2017,6151
"BGS27","Приморско",2018,6124
"BGS18","Руен",2000,30880
"BGS18","Руен",2001,28714
"BGS18","Руен",2002,28663
